menu_date,meal_period,station,course,meal_name,description,calories,calories_from_fat,fat_g,sat_fat_g,sodium_mg,carbohydrates_g,fiber_g,sugar_g,added_sugar_g,protein_g,cholesterol_mg,potassium_mg,iron_mg,calcium_mg,vitamin_a_mcg,vitamin_c_mcg,vitamin_d_mg,portion,portion_size,diet_tags,allergen_tags,is_plant_based,is_vegetarian,is_vegan,is_mindful,source_location_id,source_menu_id
2026-04-23,Breakfast,Diner,Diner,Country-Style Scrambled Eggs,"Eggs scrambled with milk and sautéed potatoes, onions, celery, green peppers and tomatoes",152,92,10,4,230,4,0,0,,10,277,186,1,57,281,4,61,4 OZ,4 OZ,vegetarian,eggs;milk;soybean,false,true,false,false,97451005,151204
2026-04-23,Breakfast,Diner,Diner,Cage Free Hard Cooked Egg,Cage Free Hard Cooked Egg,71,43,5,2,148,0,0,0,,6,185,69,1,28,161,0,41,EA,EA,vegetarian,eggs,false,true,false,false,97451005,151204
2026-04-23,Breakfast,Diner,Diner,Home Fried Potatoes,"Chef potatoes, canola oil, onions, kosher salt, pepper",159,92,10,1,150,16,0,0,,2,0,398,1,11,5,9,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Breakfast,Diner,Diner,Two Pork Sausage Links,Two Pork Sausage Links,198,171,19,7,392,1,0,0,,6,37,116,0,16,1,0,1,2 EA,2 EA,,,false,false,false,false,97451005,151204
2026-04-23,Breakfast,Diner,Diner,Turkey Bacon,Turkey Bacon,50,27,3,1,269,0,0,0,,5,25,66,0,40,0,0,0,2 Slices,2 Slices,,,false,false,false,false,97451005,151204
2026-04-23,Breakfast,Stacks Soup,Stacks Soup,Oatmeal,A hearty bowl of oatmeal,114,19,2,0,5,21,0,0,,4,0,111,1,19,0,0,0,6 OZ,6 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Breakfast,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-23,Lunch,Bliss,Bliss,Cream Cheese Swirl Brownie,Chocolate brownies marbled with cream cheese,250,64,7,3,187,44,0,0,,3,15,171,0,5,0,0,0,SLC=6x8,SLC=6x8,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Bliss,Bliss,Two Ranger Vegan Cookies,"House baked egg and dairy free cookies with oats, rice cereal and coconut",342,142,16,9,192,47,0,0,,3,0,106,0,27,0,0,0,2 Cookies,2 Cookies,plantbased;vegan;vegetarian,gluten;soybean;wheat,true,true,true,false,97451005,151204
2026-04-23,Lunch,VegOut,VegOut,Miso Curry Rice Bowl,Miso Curry Rice Bowl,334,79,9,2,1092,53,0,0,,13,0,469,0,143,1450,30,0,Bowl,Bowl,plantbased;vegetarian,gluten;sesame;soybean;wheat,true,true,false,false,97451005,151204
2026-04-23,Lunch,Stacks Salad Bar,Stacks Salad Bar,Asian Noodle Salad,Noodles tossed with a spicy sesame and soy sauce vinaigrette,156,33,4,0,346,25,0,0,,5,9,47,0,10,78,1,0,3 OZ,3 OZ,vegetarian,eggs;gluten;sesame;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Hometown,Hometown,Brazilian Rice,Brazilian-style rice with fresh onions & plum tomatoes,128,11,1,0,167,25,0,0,,2,0,92,1,26,58,2,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Hometown,Hometown,Roasted Vegetables,"Oven roasted broccoli, carrots and julienne red peppers",29,2,0,0,107,6,0,0,,1,0,223,0,29,3513,45,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Hometown,Hometown,Charred Lemon Chimichurri Sauce,Chimichurri sauce with grilled lemon,41,36,4,1,36,1,0,0,,,0,42,0,9,356,5,0,TBSP,TBSP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Lunch,Hometown,Hometown,Herb Crusted Roast Beef,"Roast beef seasoned with fresh rosemary, thyme, garlic, onion, mustard, allspice and pepper",254,104,12,4,60,1,0,0,,34,102,302,0,13,8,0,0,4 OZ,4 OZ,,,false,false,false,false,97451005,151204
2026-04-23,Lunch,Diner,Diner,Grilled Chicken Breast,"Chargrilled chicken breast seasoned with garlic, kosher salt and pepper",151,41,5,1,100,0,0,0,,26,71,214,1,13,11,0,0,3 OZ,3 OZ,mindful,,false,false,false,true,97451005,151204
2026-04-23,Lunch,Diner,Diner,Sesame Garlic Stir Fried Vegetables,"Stir fry green peppers, green and red cabbages, carrots and green onions",28,17,2,0,12,3,0,0,,1,0,81,0,16,1075,10,0,1/4 CUP,1/4 CUP,plantbased;vegan;vegetarian;mindful,sesame,true,true,true,true,97451005,151204
2026-04-23,Lunch,Diner,Diner,Vegetable Egg roll,Crispy fried vegetable eggroll,94,48,5,1,209,10,0,0,,1,0,84,1,14,0,3,0,1/2 EA,1/2 EA,vegetarian;mindful,eggs;gluten;sesame;wheat,false,true,false,true,97451005,151204
2026-04-23,Lunch,Diner,Diner,Bok Choi Shanghai,Baby bok choy stir fried with garlic and low sodium soy sauce,47,35,4,1,195,2,0,0,,2,0,300,1,74,1915,20,0,3 OZ,3 OZ,plantbased;vegan;vegetarian,gluten;soybean;wheat,true,true,true,false,97451005,151204
2026-04-23,Lunch,Diner,Diner,Asian Noodle Salad,Noodles tossed with a spicy sesame and soy sauce vinaigrette,156,33,4,0,346,25,0,0,,5,9,47,0,10,78,1,0,3 OZ,3 OZ,vegetarian,eggs;gluten;sesame;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Simple Servings,Simple Servings,Basmati Rice,"Rice Basmati, Steamed, Salt, 4 oz",,0,0,0,179,0,0,0,,,0,1,0,2,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Simple Servings,Simple Servings,Braised Kale,Kale braised with fresh onion and garlic,54,26,3,0,102,7,0,0,,2,0,179,1,52,4570,25,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Simple Servings,Simple Servings,Seasoned Roast Turkey Breast,"Oven roasted turkey seasoned with garlic, onion, kosher salt and black pepper",97,29,3,1,436,1,0,0,,15,34,216,0,2,1,0,0,3 OZ,3 OZ,mindful,,false,false,false,true,97451005,151204
2026-04-23,Lunch,Grill,Grill,Green Leaf Lettuce,Green Leaf Lettuce,1,0,0,0,2,0,0,0,,,0,17,0,3,378,1,0,EA,EA,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Grill,Grill,Sliced Tomato,Sliced Tomato,4,0,0,0,1,1,0,0,,,0,48,0,2,101,3,0,SLC,SLC,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Grill,Grill,Onion Strings,Crsipy onions coated with seasoned flour,39,19,2,0,26,5,0,0,,1,0,42,0,6,5,1,0,OZ,OZ,plantbased;vegan;vegetarian,gluten;wheat,true,true,true,false,97451005,151204
2026-04-23,Lunch,Grill,Grill,Lemon Pepper French Fries,Lemon pepper seasoned french fries,192,85,9,2,1215,25,0,0,,2,0,334,1,19,4,0,0,4 OZ,4 OZ,plantbased;vegetarian,,true,true,false,false,97451005,151204
2026-04-23,Lunch,Grill,Grill,Dill Pickle Chip,Dill Pickle Chip,1,0,0,0,55,0,0,0,,,0,8,0,4,5,0,0,2 EA,2 EA,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Lunch,Grill,Grill,Cheeseburger On Bun,"A hamburger patty With American cheese, lettuce and tomato on a bun",450,245,27,12,745,29,0,0,,21,68,342,0,148,480,4,0,SANDWICH,SANDWICH,,gluten;milk;sesame;wheat,false,false,false,false,97451005,151204
2026-04-23,Lunch,Grill,Grill,Black Bean Burger,Black Bean Burger,237,37,4,1,814,38,0,0,,13,0,249,0,91,138,12,0,SANDWICH,SANDWICH,plantbased;vegan;vegetarian,gluten;sesame;soybean;wheat,true,true,true,false,97451005,151204
2026-04-23,Lunch,Grill,Grill,Chicken Patty Sandwich,Deep-fried breaded chicken breast patty on a bun,340,104,12,3,756,40,0,0,,18,32,173,0,64,38,1,0,SANDWICH,SANDWICH,,gluten;sesame;wheat,false,false,false,false,97451005,151204
2026-04-23,Lunch,Grill,Grill,Grilled Cheese,Slow grilled sandwich on white bread with American cheese,260,89,10,5,664,33,0,0,,10,19,82,0,201,0,0,0,1/2 SANDWICH,1/2 SANDWICH,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Slices,Slices,Pepperoni Pizza,"Pizza crust topped with tomato sauce, shredded mozzarella cheese and pepperoni",278,93,10,5,820,34,0,0,,13,21,193,0,179,111,0,1,SLC=1/8,SLC=1/8,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-23,Lunch,Slices,Slices,"Pepperoni, Bacon & Mushroom Pizza","Pizza topped with tomato sauce, mozzarella cheese, bacon, pepperoni and fresh mushrooms",295,102,11,5,843,35,0,0,,14,24,266,0,179,113,0,2,SLC=1/8,SLC=1/8,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-23,Lunch,Slices,Slices,Cheese Pizza,Pizza crust topped with tomato sauce and shredded mozzarella cheese,248,70,8,4,729,34,0,0,,11,14,169,0,169,104,0,1,SLC=1/8,SLC=1/8,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Stacks Soup,Stacks Soup,Hearty Beef Vegetable Soup,Rich beef broth loaded with diced beef and garden vegetables,70,29,3,1,96,7,0,0,,3,7,203,1,20,1265,3,0,6 FLOZ,6 FLOZ,mindful,,false,false,false,true,97451005,151204
2026-04-23,Lunch,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-23,Lunch,Stacks Soup,Stacks Soup,Old-Fashioned Cornbread,Traditional cornbread,173,41,5,1,362,31,0,0,,2,<5,0,0,1,0,0,0,SLC=6x8,SLC=6x8,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Stacks Soup,Stacks Soup,Acorn & Butternut Squash Chili,"Acorn and butternut squash simmered in vegetable broth with kidney beans, tomatoes, garlic",95,24,3,0,212,16,0,0,,3,0,486,0,74,1467,23,0,6 FLOZ,6 FLOZ,plantbased;vegetarian;mindful,,true,true,false,true,97451005,151204
2026-04-23,Lunch,Stacks Deli,Stacks Deli,Baja Chicken Sandwich,"Seasoned chicken, jack cheese, lettuce and tomatoes topped with spicy ranch taco sauce and wrapped in flat bread",146,43,5,1,196,16,0,0,,10,27,73,1,89,67,1,0,1/2 SANDWICH,1/2 SANDWICH,mindful,eggs;gluten;milk;soybean;wheat,false,false,false,true,97451005,151204
2026-04-23,Lunch,Stacks Deli,Stacks Deli,"Tomato, Kale & Cheddar Flatbread","Roasted plum tomatoes, braised kale, cheddar cheese, oven-fired flatbread",276,147,16,6,498,22,0,0,,10,28,162,1,240,1796,10,0,1/2 SANDWICH,1/2 SANDWICH,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Stacks Deli,Stacks Deli,Sea Salt Dusted Deli Chips,House fried potato chips seasoned with sea salt,104,47,5,1,188,13,0,0,,1,0,185,0,6,0,0,0,2 OZ,2 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Lunch,Twists,Twists,Pasta Primavera Casserette,"Rotini pasta, sautéed mushrooms, red, yellow and green peppers, onions, Alfredo sauce and parmesan cheese",460,194,22,10,701,54,0,0,,15,37,439,0,237,580,22,2,ENTREE,ENTREE,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Twists,Twists,Balsamic Roasted Red Onions,"Red onions roasted with balsamic vinegar, olive oil, kosher salt and black pepper",24,13,1,0,9,3,0,0,,,0,45,0,6,1,1,0,OZ,OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Lunch,Twists,Twists,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Lunch,Twists,Twists,Rotini Pasta,Rotini Pasta,77,27,3,0,1102,11,0,0,,2,0,32,0,9,0,0,0,8 OZ,8 OZ,plantbased;vegan;vegetarian,gluten;wheat,true,true,true,false,97451005,151204
2026-04-23,Lunch,Twists,Twists,Bolognese Sauce,"A rich italian tomato sauce with pork, beef, red wine, carrot, garlic and basil",112,55,6,2,386,7,0,0,,7,18,419,1,24,728,12,0,4 FLOZ,4 FLOZ,,,false,false,false,false,97451005,151204
2026-04-23,Lunch,Twists,Twists,Marinara Sauce,Marinara Sauce,59,19,2,0,429,9,0,0,,2,0,481,1,21,563,16,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Dinner,Bliss,Bliss,Banana Streusel Muffin,Freshly baked banana muffin topped with streusel,151,45,5,3,212,25,0,0,,1,<5,47,1,8,2,0,0,#24 Scoop,#24 Scoop,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Dinner,Bliss,Bliss,Chocolate Pudding,Chocolate Pudding,129,25,3,2,197,26,0,0,,1,0,123,1,25,0,0,0,#8 SCOOP,#8 SCOOP,vegetarian,milk,false,true,false,false,97451005,151204
2026-04-23,Dinner,VegOut,VegOut,Peanut Butter & Banana Acai Bowl,"Acai smoothie bowl topped with peanut butter, bananas & granola",272,112,12,2,69,38,0,0,,5,0,208,1,26,5,1,0,Bowl,Bowl,plantbased;vegetarian;mindful,peanuts;soybean,true,true,false,true,97451005,151204
2026-04-23,Dinner,Stacks Salad Bar,Stacks Salad Bar,Lemon Za'atar Chickpea Salad,"Chickpeas tossed with celery, lemon juice, fresh mint and za'atar seasoning",51,8,1,0,96,9,0,0,,3,0,107,1,16,43,2,0,EA,EA,plantbased;vegan;vegetarian;mindful,sesame,true,true,true,true,97451005,151204
2026-04-23,Dinner,Hometown,Hometown,House Baked Buttermilk Biscuit,House Baked Buttermilk Biscuit,175,67,7,5,525,24,0,0,,3,0,42,1,30,0,0,0,EA,EA,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-23,Dinner,Hometown,Hometown,Southern Fried Chicken,Golden fried buttermilk marinated chicken,794,442,49,12,586,26,0,0,,59,179,552,0,83,232,0,0,2 EA,2 EA,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-23,Dinner,Hometown,Hometown,Simply Sauteed Kale,"Fresh kale sauteed with only EVOO, kosher salt and black pepper",17,10,1,0,41,2,0,0,,1,0,69,0,22,2457,12,0,1/4 CUP,1/4 CUP,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Hometown,Hometown,Carolina Slaw,"Cabbage, carrots, green peppers and scallions with cider vinaigrette",58,27,3,0,14,8,0,0,,1,0,134,0,27,648,28,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Hometown,Hometown,Four Cheese and Bacon Mac n Cheese,"Smoked bacon, grape tomatoes, scallions and pasta with Gruyere swiss, cheddar, mozzarella and parmesan cheese sauce",201,102,11,4,270,17,0,0,,9,19,194,1,114,152,6,1,4 OZ,4 OZ,,gluten;milk;soybean;wheat,false,false,false,false,97451005,151204
2026-04-23,Dinner,Diner,Diner,Grilled Chicken Breast,"Chargrilled chicken breast seasoned with garlic, kosher salt and pepper",151,41,5,1,100,0,0,0,,26,71,214,1,13,11,0,0,3 OZ,3 OZ,mindful,,false,false,false,true,97451005,151204
2026-04-23,Dinner,Diner,Diner,Sriracha Teriyaki Rice Bowl,"A bowl filled with sriracha teriyaki jackfruit, brown rice, broccoli florets and fresh green onions",214,28,3,0,635,41,0,0,,6,0,428,1,70,543,38,0,Bowl,Bowl,plantbased;vegetarian;mindful,gluten;sesame;soybean;wheat,true,true,false,true,97451005,151204
2026-04-23,Dinner,Simple Servings,Simple Servings,Asian Vegetables,"Fresh bok choy, broccoli, red peppers, napa cabbage and carrots",27,3,0,0,33,5,0,0,,2,0,320,1,56,2513,65,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Simple Servings,Simple Servings,Toasted Five Spice Jasmine Rice,"Rice Jasmine, Toasted, Chinese Five Spice, 1 oz",98,3,0,0,105,22,0,0,,2,0,34,0,3,0,0,0,OZ,OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Dinner,Simple Servings,Simple Servings,Chicken and Broccoli Stir Fry,"Chicken and broccoli stir fried with garlic, ginger, onions, peppers and mushrooms",84,27,3,0,254,7,0,0,,8,16,267,1,30,318,36,0,1/2 CUP,1/2 CUP,mindful,gluten;sesame;shellfish;soybean;wheat,false,false,false,true,97451005,151204
2026-04-23,Dinner,Grill,Grill,Turkey Burger,"1/4 pound turkey burger with lettuce, tomato, and pickles",304,79,9,2,629,33,0,0,,23,63,428,0,63,543,5,0,SANDWICH,SANDWICH,mindful,gluten;wheat,false,false,false,true,97451005,151204
2026-04-23,Dinner,Grill,Grill,Green Leaf Lettuce,Green Leaf Lettuce,1,0,0,0,2,0,0,0,,,0,17,0,3,378,1,0,EA,EA,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Grill,Grill,French Fries,French Fries,173,102,11,2,34,17,0,0,,1,0,235,0,8,0,0,0,3 OZ,3 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Dinner,Grill,Grill,Sliced Fresh Red Onions,Sliced Fresh Red Onions,6,0,0,0,1,1,0,0,,,0,21,0,3,0,1,0,1/2 OZ,1/2 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Grill,Grill,Tomato Slices,Tomato Slices,5,1,0,0,1,1,0,0,,,0,67,0,3,142,4,0,OZ,OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Grill,Grill,Chicken Patty Sandwich,Deep-fried breaded chicken breast patty on a bun,340,104,12,3,756,40,0,0,,18,32,173,0,64,38,1,0,SANDWICH,SANDWICH,,gluten;sesame;wheat,false,false,false,false,97451005,151204
2026-04-23,Dinner,Grill,Grill,Grilled Cheese,Slow grilled sandwich on white bread with American cheese,519,177,20,10,1328,66,0,0,,19,38,165,0,403,0,4,0,SANDWICH,SANDWICH,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Dinner,Slices,Slices,The Hawaiian,"Pizza crust topped with our vine ripe pizza sauce, mozzarella, ham & juicy pineapple",276,82,9,5,774,37,0,0,,13,19,196,0,217,137,1,1,SLC=1/8,SLC=1/8,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-23,Dinner,Slices,Slices,Pepperoni Pizza,"Pizza crust topped with tomato sauce, shredded mozzarella cheese and pepperoni",278,93,10,5,820,34,0,0,,13,21,193,0,179,111,0,1,SLC=1/8,SLC=1/8,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-23,Dinner,Slices,Slices,Cheese Pizza,Pizza crust topped with tomato sauce and shredded mozzarella cheese,248,70,8,4,729,34,0,0,,11,14,169,0,169,104,0,1,SLC=1/8,SLC=1/8,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-23,Dinner,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-23,Dinner,Stacks Deli,Stacks Deli,Baja Chicken Sandwich,"Seasoned chicken, jack cheese, lettuce and tomatoes topped with spicy ranch taco sauce and wrapped in flat bread",146,43,5,1,196,16,0,0,,10,27,73,1,89,67,1,0,1/2 SANDWICH,1/2 SANDWICH,mindful,eggs;gluten;milk;soybean;wheat,false,false,false,true,97451005,151204
2026-04-23,Dinner,Stacks Deli,Stacks Deli,Sea Salt Dusted Deli Chips,House fried potato chips seasoned with sea salt,104,47,5,1,188,13,0,0,,1,0,185,0,6,0,0,0,2 OZ,2 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-23,Dinner,Twists,Twists,Pasta Primavera Casserette,"Rotini pasta, sautéed mushrooms, red, yellow and green peppers, onions, Alfredo sauce and parmesan cheese",460,194,22,10,701,54,0,0,,15,37,439,0,237,580,22,2,ENTREE,ENTREE,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Dinner,Twists,Twists,Balsamic Roasted Red Onions,"Red onions roasted with balsamic vinegar, olive oil, kosher salt and black pepper",24,13,1,0,9,3,0,0,,,0,45,0,6,1,1,0,OZ,OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-23,Dinner,Twists,Twists,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-23,Dinner,Twists,Twists,Rotini Pasta,Rotini Pasta,77,27,3,0,1102,11,0,0,,2,0,32,0,9,0,0,0,8 OZ,8 OZ,plantbased;vegan;vegetarian,gluten;wheat,true,true,true,false,97451005,151204
2026-04-23,Dinner,Twists,Twists,Bolognese Sauce,"A rich italian tomato sauce with pork, beef, red wine, carrot, garlic and basil",112,55,6,2,386,7,0,0,,7,18,419,1,24,728,12,0,4 FLOZ,4 FLOZ,,,false,false,false,false,97451005,151204
2026-04-23,Dinner,Twists,Twists,Marinara Sauce,Marinara Sauce,59,19,2,0,429,9,0,0,,2,0,481,1,21,563,16,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
