menu_date,meal_period,station,course,meal_name,description,calories,calories_from_fat,fat_g,sat_fat_g,sodium_mg,carbohydrates_g,fiber_g,sugar_g,added_sugar_g,protein_g,cholesterol_mg,potassium_mg,iron_mg,calcium_mg,vitamin_a_mcg,vitamin_c_mcg,vitamin_d_mg,portion,portion_size,diet_tags,allergen_tags,is_plant_based,is_vegetarian,is_vegan,is_mindful,source_location_id,source_menu_id
2026-04-25,Brunch,Slices,Slices,Margherita Pizza with Garlic Crust,"Garlic crust, fresh mozzarella cheese, roma tomato and sweet basil",267,84,9,5,665,34,0,0,,12,19,203,0,129,126,3,1,SLC=1/8,SLC=1/8,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-25,Brunch,Slices,Slices,Cheese Pizza,Pizza crust topped with tomato sauce and shredded mozzarella cheese,248,70,8,4,729,34,0,0,,11,14,169,0,169,104,0,1,SLC=1/8,SLC=1/8,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-25,Brunch,Stacks Soup,Stacks Soup,Mindful Vegetable Chili,"Sweet potato, peppers, tomatoes, black beans, chickpeas, vegetable broth, cumin, fresh oregano and cilantro",72,11,1,0,205,14,0,0,,3,0,392,1,44,391,22,0,6 FLOZ,6 FLOZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Brunch,Stacks Soup,Stacks Soup,Oatmeal,A hearty bowl of oatmeal,114,19,2,0,5,21,0,0,,4,0,111,1,19,0,0,0,6 OZ,6 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Brunch,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-25,Brunch,Stacks Soup,Stacks Soup,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Brunch,Stacks Deli,Stacks Deli,Sea Salt Dusted Deli Chips,House fried potato chips seasoned with sea salt,104,47,5,1,188,13,0,0,,1,0,185,0,6,0,0,0,2 OZ,2 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Brunch,Stacks Deli,Stacks Deli,Chicken Salad Kaiser,"Chicken salad, leaf lettuce & ripe tomato on a kaiser roll",152,38,4,1,282,19,0,0,,9,17,167,1,37,507,4,0,1/2 SANDWICH,1/2 SANDWICH,mindful,eggs;gluten;wheat,false,false,false,true,97451005,151204
2026-04-25,Brunch,Twists,Twists,Marinara Sauce,Marinara Sauce,59,19,2,0,429,9,0,0,,2,0,481,1,21,563,16,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Brunch,Twists,Twists,Roasted Button Mushrooms,"Button mushrooms roasted with olive oil, kosher salt and black pepper",42,36,4,1,65,1,0,0,,1,0,87,0,2,1,1,2,OZ,OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Brunch,Twists,Twists,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Brunch,Twists,Twists,Penne Caprese Casserette,"Penne pasta, plum tomatoes, spinach, fresh basil and mozzarella cheese",372,107,12,5,392,53,0,0,,16,20,459,0,173,2091,16,0,ENTREE,ENTREE,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-25,Brunch,Twists,Twists,Penne Pasta,Penne Pasta,197,23,3,0,32,38,0,0,,6,0,103,0,11,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,gluten;wheat,true,true,true,true,97451005,151204
2026-04-25,Brunch,Twists,Twists,Alfredo Sauce,Creamy white sauce finished with parmesan cheese,192,143,16,9,308,7,0,0,,5,34,152,0,154,256,0,0,1/2 CUP,1/2 CUP,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,Bliss,Bliss,Chocolate Brownie,House baked chocolate brownie,227,60,7,3,179,39,0,0,,3,0,163,0,2,0,0,0,SLC=6x8,SLC=6x8,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,Bliss,Bliss,Apple Cobbler with Biscuit Topping,Warm apple filling baked with a sugar laced biscuit topping,131,26,3,2,162,25,0,0,,1,0,28,1,17,6,1,0,SLC=6x8,SLC=6x8,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,VegOut,VegOut,The Ultimate Mediterranean Bowl,The Ultimate Mediterranean Bowl,492,83,9,1,302,76,0,0,,30,0,1155,0,184,1106,20,0,Bowl,Bowl,plantbased;vegetarian;mindful,gluten;sesame;wheat,true,true,false,true,97451005,151204
2026-04-25,Dinner,Stacks Salad Bar,Stacks Salad Bar,Roasted Beet and Orange Salad,Fresh oven roasted beets combined with oranges and olive oil vinaigrette,92,59,7,1,241,8,0,0,,1,0,212,1,19,40,13,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Hometown,Hometown,Grilled BBQ Tofu,Char-grilled tofu steak seasoned with canola oil and black pepper,100,47,5,1,72,5,0,0,,8,0,130,1,115,1,0,0,SLC,SLC,plantbased;vegetarian;mindful,soybean,true,true,false,true,97451005,151204
2026-04-25,Dinner,Hometown,Hometown,Peach Brown Sugar BBQ Sauce,Peach Brown Sugar BBQ Sauce,95,2,0,0,576,23,0,0,,1,0,154,0,22,0,0,0,1/4 CUP,1/4 CUP,plantbased;vegetarian,,true,true,false,false,97451005,151204
2026-04-25,Dinner,Hometown,Hometown,Herb Roasted Turkey Breast,"Turkey breast roasted with garlic, parsley, and thyme",103,30,3,1,355,3,0,0,,15,32,276,1,29,122,2,0,3 OZ,3 OZ,mindful,,false,false,false,true,97451005,151204
2026-04-25,Dinner,Hometown,Hometown,Charred Corn with Chili & Garlic,"Corn kernels, garlic, ginger, jalapeno peppers, onions, sesame seeds",123,57,6,1,110,17,0,0,,3,0,184,1,27,97,6,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,sesame,true,true,true,true,97451005,151204
2026-04-25,Dinner,Hometown,Hometown,Mashed Potatoes,Creamy mashed potatoes,92,12,1,1,124,18,0,0,,2,0,350,0,15,0,6,0,4 OZ,4 OZ,vegetarian;mindful,milk,false,true,false,true,97451005,151204
2026-04-25,Dinner,Diner,Diner,Thai Green Curry with Fresh Vegetables,"Crispy tofu in Thai coconut green curry sauce with zucchini, peas and bamboo shoots",442,161,18,7,197,60,0,0,,12,0,578,0,116,426,13,0,ENTREE,ENTREE,plantbased;vegetarian,gluten;sesame;soybean;wheat,true,true,false,false,97451005,151204
2026-04-25,Dinner,Diner,Diner,Bayou Jerk Pork Tenderloin,"Pork tenderloin rubbed with allspice, nutmeg, cinnamon, green onion and soy sauce and roasted",146,63,7,1,214,1,0,0,,19,52,323,1,9,34,4,0,3 OZ,3 OZ,mindful,gluten;soybean;wheat,false,false,false,true,97451005,151204
2026-04-25,Dinner,Diner,Diner,Garlic Roasted Green Beans,"Oven roasted green beans with garlic, kosher salt and black pepper",63,34,4,1,150,7,0,0,,2,0,177,1,47,274,5,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Diner,Diner,Pierogies,Potato and Cheese Filled Dumplings,206,40,4,1,493,35,0,0,,6,6,211,0,28,11,3,0,3 EA,3 EA,vegetarian;mindful,eggs;gluten;milk;wheat,false,true,false,true,97451005,151204
2026-04-25,Dinner,Simple Servings,Simple Servings,Pico de Gallo,"Roma tomatoes, green bell pepper, onions, jalapeno, fresh cilantro and fresh lime juice",8,3,0,0,32,1,0,0,,,0,56,0,3,126,4,0,#30 SCOOP,#30 SCOOP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Dinner,Simple Servings,Simple Servings,Cilantro Lime Basmati Rice,Basmati rice enhanced with cilantro and fresh lime juice,69,2,0,0,69,15,0,0,,1,0,38,0,9,103,1,0,2 OZ,2 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Simple Servings,Simple Servings,Grilled Mexican Vegetables,Grilled Mexican Vegetables,35,18,2,0,18,4,0,0,,1,0,168,0,13,190,27,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Simple Servings,Simple Servings,Cajun Chicken Breast,Chicken breast roasted with cajun seasoning,141,27,3,1,85,0,0,0,,26,72,220,1,14,24,0,0,3 OZ,3 OZ,mindful,,false,false,false,true,97451005,151204
2026-04-25,Dinner,Grill,Grill,Turkey Burger,"1/4 pound turkey burger with lettuce, tomato, and pickles",304,79,9,2,629,33,0,0,,23,63,428,0,63,543,5,0,SANDWICH,SANDWICH,mindful,gluten;wheat,false,false,false,true,97451005,151204
2026-04-25,Dinner,Grill,Grill,Sliced Tomato,Sliced Tomato,4,0,0,0,1,1,0,0,,,0,48,0,2,101,3,0,SLC,SLC,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Grill,Grill,Dill Pickle Chip,Dill Pickle Chip,1,0,0,0,55,0,0,0,,,0,8,0,4,5,0,0,2 EA,2 EA,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Dinner,Grill,Grill,Sauteed Onions,"Onions Yellow, Sauteed, Pan Spray, Julienne 1/4"", 1 oz",12,0,0,0,1,3,0,0,,,0,47,0,6,1,1,0,OZ,OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Grill,Grill,Fried Tater Tots,Fried Tater Tots,252,175,19,3,450,20,0,0,,2,0,305,0,12,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian,soybean,true,true,true,false,97451005,151204
2026-04-25,Dinner,Grill,Grill,Green Leaf Lettuce,Green Leaf Lettuce,1,0,0,0,2,0,0,0,,,0,17,0,3,378,1,0,EA,EA,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Grill,Grill,Cheeseburger,Grilled cheeseburger on a toasted bun,373,189,21,9,838,28,0,0,,17,52,219,0,141,1,0,0,SANDWICH,SANDWICH,,gluten;milk;sesame;wheat,false,false,false,false,97451005,151204
2026-04-25,Dinner,Grill,Grill,Hot Dog On Bun,"Hot Dog, All Beef, 8-1, Grilled",290,147,16,6,718,26,0,0,,10,24,325,0,51,1,0,0,SANDWICH,SANDWICH,,gluten;wheat,false,false,false,false,97451005,151204
2026-04-25,Dinner,Slices,Slices,Bruschetta Topping,"Plum tomatoes with garlic, balsamic vinegar, olive oil and fresh basil",28,23,3,0,33,1,0,0,,,0,64,0,7,184,4,0,OZ,OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Dinner,Slices,Slices,Cheese Pizza,Pizza crust topped with tomato sauce and shredded mozzarella cheese,331,93,10,5,972,45,0,0,,15,19,226,0,225,139,0,1,SLC=1/6,SLC=1/6,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,Slices,Slices,Pepperoni Pizza,"Pizza crust topped with tomato sauce, shredded mozzarella cheese and pepperoni",370,123,14,7,1094,46,0,0,,17,28,257,0,239,148,0,1,SLC=1/6,SLC=1/6,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-25,Dinner,Stacks Soup,Stacks Soup,Mindful Vegetable Chili,"Sweet potato, peppers, tomatoes, black beans, chickpeas, vegetable broth, cumin, fresh oregano and cilantro",72,11,1,0,205,14,0,0,,3,0,392,1,44,391,22,0,6 FLOZ,6 FLOZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-25,Dinner,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-25,Dinner,Stacks Soup,Stacks Soup,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,Stacks Deli,Stacks Deli,Sea Salt Dusted Deli Chips,House fried potato chips seasoned with sea salt,104,47,5,1,188,13,0,0,,1,0,185,0,6,0,0,0,2 OZ,2 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Dinner,Stacks Deli,Stacks Deli,Chicken Salad Kaiser,"Chicken salad, leaf lettuce & ripe tomato on a kaiser roll",152,38,4,1,282,19,0,0,,9,17,167,1,37,507,4,0,1/2 SANDWICH,1/2 SANDWICH,mindful,eggs;gluten;wheat,false,false,false,true,97451005,151204
2026-04-25,Dinner,Twists,Twists,Marinara Sauce,Marinara Sauce,59,19,2,0,429,9,0,0,,2,0,481,1,21,563,16,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Dinner,Twists,Twists,Roasted Button Mushrooms,"Button mushrooms roasted with olive oil, kosher salt and black pepper",42,36,4,1,65,1,0,0,,1,0,87,0,2,1,1,2,OZ,OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-25,Dinner,Twists,Twists,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,Twists,Twists,Penne Caprese Casserette,"Penne pasta, plum tomatoes, spinach, fresh basil and mozzarella cheese",372,107,12,5,392,53,0,0,,16,20,459,0,173,2091,16,0,ENTREE,ENTREE,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-25,Dinner,Twists,Twists,Penne Pasta,Penne Pasta,197,23,3,0,32,38,0,0,,6,0,103,0,11,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,gluten;wheat,true,true,true,true,97451005,151204
2026-04-25,Dinner,Twists,Twists,Alfredo Sauce,Creamy white sauce finished with parmesan cheese,192,143,16,9,308,7,0,0,,5,34,152,0,154,256,0,0,1/2 CUP,1/2 CUP,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
