menu_date,meal_period,station,course,meal_name,description,calories,calories_from_fat,fat_g,sat_fat_g,sodium_mg,carbohydrates_g,fiber_g,sugar_g,added_sugar_g,protein_g,cholesterol_mg,potassium_mg,iron_mg,calcium_mg,vitamin_a_mcg,vitamin_c_mcg,vitamin_d_mg,portion,portion_size,diet_tags,allergen_tags,is_plant_based,is_vegetarian,is_vegan,is_mindful,source_location_id,source_menu_id
2026-04-26,Brunch,Simple Servings,Simple Servings,Cinnamon Brown Sugar Topping,Topping,17,0,0,0,1,5,0,0,,,0,4,0,5,1,0,0,TSP,TSP,plantbased;vegetarian,,true,true,false,false,97451005,151204
2026-04-26,Brunch,Simple Servings,Simple Servings,Brown Rice & Quinoa Pilaf,Brown rice and quinoa simmered with onions and vegetable stock,151,21,2,0,52,29,0,0,,4,0,197,1,14,15,1,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Brunch,Simple Servings,Simple Servings,Sauteed Broccoli & Garlic,Sauteed Broccoli & Garlic,43,15,2,0,118,7,0,0,,2,0,241,1,35,739,52,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Brunch,Grill,Grill,Fried Tater Tots,Fried Tater Tots,252,175,19,3,450,20,0,0,,2,0,305,0,12,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian,soybean,true,true,true,false,97451005,151204
2026-04-26,Brunch,Hometown,Hometown,Vanilla Belgian Waffle,Vanilla Belgian Waffle,261,27,3,1,1155,53,0,0,,5,0,96,0,20,5,0,0,EA,EA,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Cage Free Hard Cooked Egg,Cage Free Hard Cooked Egg,71,43,5,2,148,0,0,0,,6,185,69,1,28,161,0,41,EA,EA,vegetarian,eggs,false,true,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Everything Omelet,"Cage free egg omelet with green onions, green pepper, mushrooms, spinach, tomatoes, cheddar and mozzarella cheeses",286,189,21,8,267,4,0,0,,19,456,333,0,183,671,16,3,EA,EA,vegetarian,eggs;milk;soybean,false,true,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Scrambled Tofu,"Tofu scrambled with scallions, garlic, jalapeno peppers and seasoned with paprika, oregano and lime juice",97,48,5,1,163,4,0,0,,8,0,149,1,116,230,4,0,3 OZ,3 OZ,plantbased;vegan;vegetarian;mindful,soybean,true,true,true,true,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Scrambled Eggs,Scrambled Eggs,189,120,13,4,170,1,0,0,,15,445,165,0,67,0,0,2,1/2 CUP,1/2 CUP,vegetarian,eggs,false,true,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Turkey Bacon,95% fat free lean turkey bacon,50,27,3,1,269,0,0,0,,5,25,66,0,40,0,0,0,2 Slices,2 Slices,,,false,false,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Lyonnaise Potatoes,"Chef potatoes sautéed with caramelized onions, kosher salt and black pepper",89,17,2,0,163,17,0,0,,2,0,420,1,12,5,10,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,American Cheese,American Cheese,47,35,4,2,231,1,0,0,,3,13,11,0,81,0,0,0,SLC,SLC,vegetarian,milk,false,true,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Pork Sausage Links,Pork Sausage Links,190,168,19,7,317,1,0,0,,5,32,94,0,11,3,0,1,2 EA,2 EA,,,false,false,false,false,97451005,151204
2026-04-26,Brunch,Omelet Bar,Omelet Bar,Peach Cobbler French Toast,French toast topped with peach cobbler filling and cinnamon streusel,322,35,4,1,550,60,0,0,,10,0,297,0,28,1,0,1,ENTREE,ENTREE,plantbased;vegan;vegetarian;mindful,gluten;soybean;wheat,true,true,true,true,97451005,151204
2026-04-26,Brunch,Slices,Slices,Pepperoni Pizza,"Pizza crust topped with tomato sauce, shredded mozzarella cheese and pepperoni",370,123,14,7,1094,46,0,0,,17,28,257,0,239,148,0,1,SLC=1/6,SLC=1/6,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-26,Brunch,Slices,Slices,Cajun Chicken Pizza,"Andouille sausage, roasted chicken, peppers and onions, cheddar jack cheese, and cajun pizza sauce",340,132,15,7,854,31,0,0,,21,51,244,0,217,203,4,1,SLC=1/8,SLC=1/8,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-26,Brunch,Slices,Slices,Cheese Pizza,Pizza crust topped with tomato sauce and shredded mozzarella cheese,331,93,10,5,972,45,0,0,,15,19,226,0,225,139,0,1,SLC=1/6,SLC=1/6,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-26,Brunch,Stacks Soup,Stacks Soup,Roasted Poblano Corn Chowder,"Yukon gold potatoes, fresh poblano peppers, corn, onions, celery, vegetable broth, skim milk, fresh cilantro and oregano",71,21,2,0,107,12,0,0,,2,0,296,0,29,123,26,0,6 FLOZ,6 FLOZ,vegetarian;mindful,milk,false,true,false,true,97451005,151204
2026-04-26,Brunch,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-26,Brunch,Stacks Soup,Stacks Soup,Old-Fashioned Cornbread,Traditional cornbread,173,41,5,1,362,31,0,0,,2,<5,0,0,1,0,0,0,SLC=6x8,SLC=6x8,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Brunch,Stacks Soup,Stacks Soup,Oatmeal,A hearty bowl of oatmeal,114,19,2,0,5,21,0,0,,4,0,111,1,19,0,0,0,6 OZ,6 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Brunch,Stacks Deli,Stacks Deli,Sea Salt Dusted Deli Chips,House fried potato chips seasoned with sea salt,104,47,5,1,188,13,0,0,,1,0,185,0,6,0,0,0,2 OZ,2 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Brunch,Stacks Deli,Stacks Deli,Chipotle Turkey Wrap,"Oven roasted turkey wrap with cheddar cheese, lettuce, tomato, and chipotle BBQ ranch spread",178,56,6,3,486,20,0,0,,11,20,299,1,102,201,3,0,1/2 WRAP,1/2 WRAP,,eggs;gluten;milk;soybean;wheat,false,false,false,false,97451005,151204
2026-04-26,Brunch,Twists,Twists,Marinara Sauce,Marinara Sauce,59,19,2,0,429,9,0,0,,2,0,481,1,21,563,16,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Brunch,Twists,Twists,Bolognese Sauce,"A rich italian tomato sauce with pork, beef, red wine, carrot, garlic and basil",112,55,6,2,386,7,0,0,,7,18,419,1,24,728,12,0,4 FLOZ,4 FLOZ,,,false,false,false,false,97451005,151204
2026-04-26,Brunch,Twists,Twists,Balsamic Roasted Zucchini,"Balsamic roasted zucchini with garlic, oil, salt and pepper",22,17,2,0,33,1,0,0,,,0,68,0,5,31,5,0,OZ,OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Brunch,Twists,Twists,Rotini Pasta,Rotini Pasta,77,27,3,0,1102,11,0,0,,2,0,32,0,9,0,0,0,8 OZ,8 OZ,plantbased;vegan;vegetarian,gluten;wheat,true,true,true,false,97451005,151204
2026-04-26,Brunch,Twists,Twists,Baked Garlic Breadstick,Baked Garlic Breadstick,86,26,3,1,126,13,0,0,,2,0,32,1,5,1,0,0,EA,EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Brunch,Twists,Twists,Diablo Rotini and Sausage Casserette,"Rotini pasta, creamy marinara sauce, hot Italian sausage and parmesan cheese",364,124,14,5,261,49,0,0,,13,25,425,0,142,223,3,0,ENTREE,ENTREE,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-26,Dinner,Bliss,Bliss,Black Forest Cobbler,Warm cherry pie filling topped with Oreo cookie brownies,248,54,6,2,151,47,0,0,,2,0,162,0,10,202,1,0,#12 SCOOP,#12 SCOOP,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Dinner,Bliss,Bliss,Vanilla Cupcake,Vanilla Cupcake,96,34,4,0,88,15,0,0,,1,0,19,0,11,0,0,0,CUPCAKE,CUPCAKE,plantbased;vegan;vegetarian,gluten;soybean;wheat,true,true,true,false,97451005,151204
2026-04-26,Dinner,Bliss,Bliss,Banana Pudding,Banana Pudding,121,31,3,3,176,22,0,0,,,0,24,0,19,0,0,0,1/2 CUP,1/2 CUP,vegetarian,milk,false,true,false,false,97451005,151204
2026-04-26,Dinner,VegOut,VegOut,Spicy Indian Dal Bowl,Spicy Indian Dal Bowl,485,183,20,2,868,68,0,0,,10,0,838,0,84,424,33,0,Bowl,Bowl,plantbased;vegan;vegetarian,soybean,true,true,true,false,97451005,151204
2026-04-26,Dinner,Stacks Salad Bar,Stacks Salad Bar,Garden Pasta Salad,"Rotini, olives, peppers, onions, carrots, celery, broccoli, tomatoes and Italian dressing",73,10,1,0,178,14,0,0,,2,0,146,1,18,479,16,0,3 OZ,3 OZ,plantbased;vegetarian;mindful,gluten;wheat,true,true,false,true,97451005,151204
2026-04-26,Dinner,Hometown,Hometown,Chives,Chives,,0,0,0,0,0,0,0,,,0,1,0,0,7,0,0,TBSP,TBSP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Hometown,Hometown,"Beans Cannellini, Kale, Tuscan,","Beans Cannellini, Kale, Tuscan, 1/2 Cup",156,66,7,1,196,19,0,0,,5,0,424,0,87,739,20,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Hometown,Hometown,Garlic Roasted Green Beans,"Oven roasted green beans with garlic, kosher salt and black pepper",16,8,1,0,38,2,0,0,,,0,44,0,12,68,1,0,OZ,OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Hometown,Hometown,Candied Sweet Potatoes,Sweet potatoes baked with pineapple and brown sugar syrup,184,38,4,2,47,35,0,0,,1,0,283,1,43,5882,7,0,4 OZ,4 OZ,plantbased;vegetarian;mindful,soybean,true,true,false,true,97451005,151204
2026-04-26,Dinner,Hometown,Hometown,Roasted Herbed Chicken Thigh,Roasted Herbed Chicken Thigh,152,62,7,2,396,0,0,0,,21,111,234,1,15,24,0,0,3 OZ,3 OZ,,,false,false,false,false,97451005,151204
2026-04-26,Dinner,Diner,Diner,Chorizo Sausage,Chorizo Sausage,172,128,14,5,405,2,0,0,,8,38,83,0,18,142,1,0,2 OZ,2 OZ,,,false,false,false,false,97451005,151204
2026-04-26,Dinner,Diner,Diner,Lemon Wedge,Lemon Wedge,2,0,0,0,0,1,0,0,,,0,10,0,2,1,4,0,EA,EA,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Diner,Diner,White Rice,White Rice,187,0,0,0,3,40,0,0,,4,0,88,0,37,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Diner,Diner,Steamed Aztec Corn,"Steamed corn, black beans, tomato, red onions, green onions, red peppers and fresh cilantro",66,4,0,0,207,14,0,0,,3,0,231,1,23,194,10,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Simple Servings,Simple Servings,Slow Cooked Red Beans,Slow Cooked Red Beans,87,0,0,0,126,16,0,0,,5,0,385,1,54,54,1,0,4 OZ,4 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Simple Servings,Simple Servings,Simple Spicy Kale & Garbanzo Beans,"Kale, garbanzos, tomatoes, fresh pepper, onions and garlic with chili seasoning, thyme and oregano",73,28,3,0,46,10,0,0,,3,0,353,1,51,2465,20,0,4 OZ,4 OZ,plantbased;vegetarian;mindful,,true,true,false,true,97451005,151204
2026-04-26,Dinner,Simple Servings,Simple Servings,Chicken Jambalaya with Andouille Sausage,"Chicken, andouille sausage, bell peppers & onions cooked with rice",536,181,20,5,357,42,0,0,,42,151,535,0,65,328,27,7,CUP,CUP,mindful,,false,false,false,true,97451005,151204
2026-04-26,Dinner,Simple Servings,Simple Servings,Sauteed Cabbage & Onion,Sauteed Cabbage & Onion,35,13,1,0,320,5,0,0,,1,0,131,0,29,35,23,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Grill,Grill,Sliced Fresh Red Onions,Sliced Fresh Red Onions,6,0,0,0,1,1,0,0,,,0,21,0,3,0,1,0,1/2 OZ,1/2 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Grill,Grill,Sliced Tomato,Sliced Tomato,4,0,0,0,1,1,0,0,,,0,48,0,2,101,3,0,SLC,SLC,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Grill,Grill,Shredded Lettuce,Shredded Lettuce,2,0,0,0,1,0,0,0,,,0,20,0,3,43,0,0,1/2 OZ,1/2 OZ,plantbased;vegan;vegetarian;mindful,,true,true,true,true,97451005,151204
2026-04-26,Dinner,Grill,Grill,Dill Pickle Chip,Dill Pickle Chip,1,0,0,0,55,0,0,0,,,0,8,0,4,5,0,0,2 EA,2 EA,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Grill,Grill,Cheeseburger On Bun,"A hamburger patty With American cheese, lettuce and tomato on a bun",450,245,27,12,745,29,0,0,,21,68,342,0,148,480,4,0,SANDWICH,SANDWICH,,gluten;milk;sesame;wheat,false,false,false,false,97451005,151204
2026-04-26,Dinner,Grill,Grill,Grilled Garlic Chicken Sandwich,Grilled Garlic Chicken Sandwich,299,59,7,1,427,27,0,0,,31,70,261,0,62,11,0,0,SANDWICH,SANDWICH,mindful,gluten;sesame;wheat,false,false,false,true,97451005,151204
2026-04-26,Dinner,Grill,Grill,French Fries,French Fries,231,136,15,3,45,22,0,0,,2,0,313,1,10,0,0,0,4 OZ,4 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Grill,Grill,Black Bean Burger,Black Bean Burger,237,37,4,1,814,38,0,0,,13,0,249,0,91,138,12,0,SANDWICH,SANDWICH,plantbased;vegan;vegetarian,gluten;sesame;soybean;wheat,true,true,true,false,97451005,151204
2026-04-26,Dinner,Grill,Grill,Fried Chicken Patty Sandwich,Breaded and fried chicken served on a soft roll with pickles,405,165,18,4,820,41,0,0,,19,33,177,0,67,39,1,0,SANDWICH,SANDWICH,,gluten;sesame;wheat,false,false,false,false,97451005,151204
2026-04-26,Dinner,Slices,Slices,Pepperoni Pizza,"Pizza crust topped with tomato sauce, shredded mozzarella cheese and pepperoni",278,93,10,5,820,34,0,0,,13,21,193,0,179,111,0,1,SLC=1/8,SLC=1/8,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-26,Dinner,Slices,Slices,Cheese Pizza,Pizza crust topped with tomato sauce and shredded mozzarella cheese,248,70,8,4,729,34,0,0,,11,14,169,0,169,104,0,1,SLC=1/8,SLC=1/8,vegetarian,gluten;milk;wheat,false,true,false,false,97451005,151204
2026-04-26,Dinner,Slices,Slices,Broccoli Cheddar Ranch Pizza,"Pizza crust topped with buttermilk ranch dressing, tender broccoli, cheddar & mozzarella",329,124,14,6,951,38,0,0,,14,29,214,0,248,391,15,1,SLC=1/8,SLC=1/8,vegetarian,eggs;gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Dinner,Stacks Soup,Stacks Soup,Cream of Broccoli Soup,"Fresh broccoli, sweet onions, celery, vegetable broth and cream",75,43,5,2,121,7,0,0,,1,<5,141,0,24,86,10,0,6 FLOZ,6 FLOZ,vegetarian,gluten;milk;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Dinner,Stacks Soup,Stacks Soup,Have a Nice Day,Have a Nice Day,,0,0,0,0,0,,0,,,,0,0,0,0,0,0,EA,EA,,,false,false,false,false,97451005,151204
2026-04-26,Dinner,Stacks Soup,Stacks Soup,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Dinner,Stacks Soup,Stacks Soup,Italian Wedding Soup,"Italian meatballs, orzo pasta, spinach, beef broth, oregano, basil and thyme",148,81,9,3,374,11,0,0,,6,14,258,1,42,1412,1,0,6 FLOZ,6 FLOZ,,gluten;milk;soybean;wheat,false,false,false,false,97451005,151204
2026-04-26,Dinner,Stacks Deli,Stacks Deli,Sea Salt Dusted Deli Chips,House fried potato chips seasoned with sea salt,104,47,5,1,188,13,0,0,,1,0,185,0,6,0,0,0,2 OZ,2 OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Stacks Deli,Stacks Deli,Classic Italian Sub with Genoa Salami,"Salami, ham & provolone, with shredded lettuce, tomato, oil & vinegar",226,86,10,3,640,22,0,0,,12,26,237,0,92,160,3,0,1/2 SANDWICH,1/2 SANDWICH,,gluten;milk;wheat,false,false,false,false,97451005,151204
2026-04-26,Dinner,Twists,Twists,Baked Breadsticks,Baked Breadstick,43,13,1,0,64,6,0,0,,1,0,13,0,2,0,0,0,1/2 EA,1/2 EA,vegetarian,eggs;gluten;soybean;wheat,false,true,false,false,97451005,151204
2026-04-26,Dinner,Twists,Twists,Marinara Sauce,Marinara Sauce,59,19,2,0,429,9,0,0,,2,0,481,1,21,563,16,0,1/2 CUP,1/2 CUP,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Twists,Twists,Bolognese Sauce,"A rich italian tomato sauce with pork, beef, red wine, carrot, garlic and basil",112,55,6,2,386,7,0,0,,7,18,419,1,24,728,12,0,4 FLOZ,4 FLOZ,,,false,false,false,false,97451005,151204
2026-04-26,Dinner,Twists,Twists,Balsamic Roasted Zucchini,"Balsamic roasted zucchini with garlic, oil, salt and pepper",22,17,2,0,33,1,0,0,,,0,68,0,5,31,5,0,OZ,OZ,plantbased;vegan;vegetarian,,true,true,true,false,97451005,151204
2026-04-26,Dinner,Twists,Twists,Rotini Pasta,Rotini Pasta,77,27,3,0,1102,11,0,0,,2,0,32,0,9,0,0,0,8 OZ,8 OZ,plantbased;vegan;vegetarian,gluten;wheat,true,true,true,false,97451005,151204
2026-04-26,Dinner,Twists,Twists,Fettuccine Alfredo with Shrimp,"Fettuccine tossed with shrimp, fresh broccoli, garlic and  alfredo Sauce",142,39,4,1,254,19,0,0,,8,36,201,1,63,349,21,0,4 OZ,4 OZ,mindful,gluten;milk;shellfish;soybean;wheat,false,false,false,true,97451005,151204
